ZipCode,Population,HouseholdsPerZipCode,WhitePop,BlackPop,HispanicPop,AsianPop,HawaiianPop,IndianPop,MalePop,FemalePop,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold
1581,18272,6924,14436,340,717,3390,14,72,8960,9312,2.57,262200,73418
1582,,,,,,,,,,,,,
1583,7591,2591,7100,351,404,87,6,26,4225,3366,2.45,155500,54402
1585,4554,1812,4468,60,76,31,7,31,2179,2375,2.43,136200,42543
1586,,,,,,,,,,,,,
1588,9733,3724,9460,127,312,131,6,49,4643,5090,2.58,159500,47448
1590,8875,3179,8709,67,115,117,13,62,4371,4504,2.79,186400,75141
1601,,,,,,,,,,,,,
1602,22819,8965,19030,2215,1968,1198,32,180,10685,12134,2.43,128200,47906
1603,19916,7289,13210,2650,4925,2214,45,271,9900,10016,2.67,101800,36092
1604,34677,14293,25893,4612,5823,2265,84,310,16835,17842,2.4,116400,37497
1605,26221,10272,17449,5160,7589,1359,30,354,12190,14031,2.49,122900,29348
1606,19077,7943,16174,1829,1502,827,17,145,9156,9921,2.35,114500,44689
1607,8351,3506,5726,1652,1620,495,14,99,4066,4285,2.37,100100,30707
1608,3888,1503,2188,734,1986,222,24,86,2093,1795,2.24,55000,17688
1609,22421,7651,17019,2261,4083,1549,39,233,11664,10757,2.34,191000,31521
1610,23945,7322,15085,3515,8327,2094,93,386,11665,12280,2.7,99300,26152
1611,2242,845,2049,132,122,46,8,18,1102,1140,2.65,111300,47396
1612,4845,1555,4645,136,151,79,3,26,2423,2422,2.78,170300,72039
1613,,,,,,,,,,,,,
1614,,,,,,,,,,,,,
1615,,,,,,,,,,,,,
1653,,,,,,,,,,,,,
1654,,,,,,,,,,,,,
1655,,,,,,,,,,,,,
1701,31217,12199,26752,1392,1607,2261,32,138,14944,16273,2.51,220100,70613
1702,37206,14018,25274,3329,7563,2562,83,340,18118,19088,2.43,204500,42614
1703,,,,,,,,,,,,,
1704,,,,,,,,,,,,,
1705,,,,,,,,,,,,,
1718,469,196,325,9,16,143,,7,229,240,2.39,201300,92203
1719,4996,1949,4110,38,113,884,5,14,2555,2441,2.56,371000,87618
1720,21361,7962,16888,313,544,4144,20,64,10481,10880,2.67,335700,91492
1721,16593,6385,14227,467,740,1577,14,72,8066,8527,2.59,215100,68392
1730,13221,5134,11572,399,335,1358,15,54,6582,6639,2.5,332200,87962
1731,1396,365,1132,186,213,96,9,21,690,706,3.52,450000,49940
1740,4897,1670,4726,44,87,171,3,19,2424,2473,2.93,329200,102798
1741,4852,1695,4424,30,100,451,6,19,2416,2436,2.86,456000,129811
1742,17726,6500,16126,737,653,859,5,56,8987,8739,2.47,453600,95997
1745,397,169,365,3,13,26,,4,199,198,2.35,169400,85230
1746,13547,4940,12966,154,246,415,4,33,6667,6880,2.74,237100,78092
1747,5911,2194,5711,64,127,126,3,29,2897,3014,2.66,183100,60651
1748,14925,4957,14064,154,267,767,11,42,7340,7585,2.99,314500,89281
1749,19063,7528,17836,404,814,522,13,97,9403,9660,2.53,189400,58549
1752,38499,15395,32286,1504,4174,2184,75,250,19063,19436,2.46,190600,56879
1754,10106,4239,9507,215,377,326,6,43,4837,5269,2.38,188800,60812
1756,5839,2022,5726,31,73,79,3,16,2924,2915,2.88,240300,71164
1757,28061,10894,25168,836,2315,805,27,150,13971,14090,2.56,175500,50840
1760,32786,13327,29233,865,982,2714,36,135,15777,17009,2.43,247800,69832
1770,4119,1438,3943,39,57,167,,8,2004,2115,2.86,491200,121693
1772,9370,3163,8385,113,259,906,7,44,4637,4733,2.92,328000,105160
1773,5112,2052,4651,124,126,377,6,23,2452,2660,2.49,593200,105860
1775,6590,2429,6288,80,122,279,3,38,3244,3346,2.71,291600,96290
1776,17659,5771,16324,199,350,1280,22,37,8617,9042,3.02,422400,118579
1778,13109,4843,11639,151,318,1432,13,27,6321,6788,2.7,391300,101585
1784,,,,,,,,,,,,,
1801,38903,15933,33311,1891,1760,3118,22,175,18851,20052,2.42,218600,54897
1803,24487,9265,20052,894,578,3498,14,104,11940,12547,2.64,244800,75240
1805,,,,,,,,,,,,,
1807,,,,,,,,,,,,,
1810,33201,11851,28847,531,1196,3741,40,111,16021,17180,2.68,344900,87683
1812,,,,,,,,,,,,,
1813,,,,,,,,,,,,,
1815,,,,,,,,,,,,,
1821,30310,10824,27797,617,661,1868,31,153,14954,15356,2.8,202700,67884
1822,,,,,,,,,,,,,
1824,24911,9527,22550,326,467,2148,15,82,12141,12770,2.6,227100,73882
1826,29422,10939,26998,894,1144,1345,24,111,14413,15009,2.69,163900,57676
1827,3179,1063,3066,15,44,120,6,9,1598,1581,2.99,266700,86891
1830,25137,10068,22276,1090,3824,480,35,235,12106,13031,2.4,159400,46475
1831,,,,,,,,,,,,,
1832,22060,8702,18782,1171,4046,531,30,173,10588,11472,2.52,155100,48798
1833,8183,2937,8022,54,143,124,6,41,4040,4143,2.78,251200,76260
1834,6459,2346,6343,55,85,69,3,23,3127,3332,2.75,223200,69167
1835,13682,5380,12698,466,961,287,15,62,6513,7169,2.5,162400,55505
1840,4733,2181,2140,620,3789,61,16,188,2366,2367,2.09,253600,12307
1841,47225,14323,21084,5105,38088,798,247,992,22807,24418,3.25,98400,26944
1842,,,,,,,,,,,,,
1843,24425,8678,13035,2101,14491,1388,101,461,11605,12820,2.81,123900,34851
1844,47249,17528,39596,1847,8526,2031,86,369,22507,24742,2.67,159000,49604
1845,28352,10516,25531,600,1398,1990,18,99,13535,14817,2.62,316500,72728
1850,15237,5457,10674,1668,3651,1551,25,93,7454,7783,2.76,114700,40418
1851,30190,10026,14169,2236,3820,11965,103,161,15043,15147,2.99,136100,42081
1852,33508,13481,24197,2575,5814,4077,81,214,16505,17003,2.43,143900,38576
1853,,,,,,,,,,,,,
1854,27606,9518,18225,1963,5116,5171,64,238,13880,13726,2.56,137300,35371
1860,6338,2417,6217,70,115,76,4,30,3057,3281,2.61,224700,58692
1862,10227,3364,9266,393,385,563,11,52,5477,4750,2.74,209600,65460
1863,8891,3786,7811,156,219,957,8,38,4226,4665,2.34,176400,60456
1864,14892,5439,14331,115,231,469,4,72,7325,7567,2.71,269800,76784
1865,,,,,,,,,,,,,
1866,,,,,,,,,,,,,
1867,23956,8894,22772,208,342,1049,16,65,11606,12350,2.67,271600,77059
1876,28667,10338,27345,410,591,886,12,139,13908,14759,2.71,200800,69581
1879,11305,4004,10552,157,265,599,5,44,5522,5783,2.82,210400,69714
1880,24733,9874,23699,316,561,736,8,90,11904,12829,2.48,242400,66117
1885,,,,,,,,,,,,,
1886,21951,7498,18975,150,333,2982,11,70,10901,11050,2.93,278500,98272
1887,22325,7532,21151,268,403,971,22,71,10949,11376,2.93,222100,70741
1888,,,,,,,,,,,,,
1889,,,,,,,,,,,,,
1890,21382,7647,19004,306,405,2297,21,69,10193,11189,2.75,421800,94049
1899,,,,,,,,,,,,,
1901,1689,958,1046,426,440,37,9,30,828,861,1.54,,
1902,45139,16858,24975,8223,17397,3467,157,844,22126,23013,2.65,134000,31751
1903,,,,,,,,,,,,,
1904,18203,6845,15176,1396,2418,662,36,151,8854,9349,2.66,163300,56284
1905,25251,8631,14341,3714,8751,2780,89,338,12393,12858,2.92,134200,37099
1906,26660,10329,24870,724,1073,814,18,124,12706,13954,2.55,204100,55364
1907,14027,5586,13441,240,364,367,10,33,6560,7467,2.46,279900,71089
1908,3410,1540,3313,21,52,65,5,10,1638,1772,2.18,285400,64052
1910,,,,,,,,,,,,,
1913,16283,6642,15909,201,310,164,12,121,7871,8412,2.41,183400,51906
1915,39502,15850,37435,936,1397,837,54,222,18721,20781,2.33,224800,53984
1921,7961,2687,7772,57,145,174,1,29,3918,4043,2.96,398100,113212
1922,3108,1076,3062,11,34,35,,11,1513,1595,2.79,279100,81276
1923,26342,10615,25334,396,617,573,11,88,12321,14021,2.42,231100,58779
1929,3504,1402,3444,22,46,57,5,17,1753,1751,2.5,276200,59554
1930,28789,12486,27904,364,787,339,35,150,13845,14944,2.27,204600,47722
1931,,,,,,,,,,,,,
1936,,,,,,,,,,,,,
1937,151,,147,3,1,1,,,85,66,,,
1938,13175,5462,12803,115,232,237,15,70,6275,6900,2.38,266700,57284
1940,12108,4486,11544,98,225,490,4,9,5870,6238,2.7,328000,80626
1944,5136,2147,5066,20,76,75,,19,2406,2730,2.39,419600,73467
1945,19808,8144,19307,205,417,332,7,64,9356,10452,2.42,340700,73968
1949,8987,2898,8198,252,640,251,13,107,5030,3957,2.68,278000,81395
1950,17416,7622,16992,147,291,276,7,88,8093,9323,2.23,252600,58523
1951,3558,1518,3516,21,33,38,,17,1738,1820,2.34,267000,75049
1952,8283,3441,8094,76,128,123,7,61,4006,4277,2.39,175400,49310
1960,50944,21128,46760,1525,3203,1109,54,199,24200,26744,2.39,215900,54829
1961,,,,,,,,,,,,,
1965,,,,,,,,,,,,,
1966,6952,3213,6812,73,111,75,7,26,3205,3747,2.14,272900,50661
1969,5856,2155,5752,29,59,73,4,15,2897,2959,2.69,282400,62130
1970,41109,17781,34607,2687,6456,1339,97,433,19154,21955,2.22,188700,44033
1971,,,,,,,,,,,,,
1982,7764,2692,7248,73,121,462,1,36,3815,3949,2.83,283100,72000
1983,6089,2091,5952,47,112,113,1,21,2941,3148,2.84,333500,96430
1984,4875,1358,4713,37,95,108,5,13,2206,2669,2.67,362500,90524
1985,4235,1508,4172,19,66,64,,22,2104,2131,2.8,301000,92828
2018,,,,,,,,,,,,,
2019,16332,6155,15433,330,409,546,6,65,7932,8400,2.65,158000,64496
2020,,,,,,,,,,,,,
2021,21561,8378,18564,1519,596,1451,18,92,10198,11363,2.54,266500,69260
2025,7542,2722,7419,31,96,115,4,42,3703,3839,2.74,389500,84156
2026,24711,9644,22202,1490,1353,803,21,135,11950,12761,2.45,223200,61631
2027,,,,,,,,,,,,,
2030,5589,1869,5228,45,83,354,7,11,2780,2809,2.99,592700,141818
2032,4226,1553,3871,88,111,278,4,12,2100,2126,2.72,233400,77227
2035,16865,6504,15840,389,309,615,13,90,8273,8592,2.59,220600,64323
2038,31635,10995,29742,588,620,1417,25,124,15501,16134,2.8,227100,71174
2040,,,,,,,,,,,,,
2041,,,,,,,,,,,,,
2043,22157,8465,21580,175,241,484,13,103,10405,11752,2.59,351400,83018
2044,,,,,,,,,,,,,
2045,10293,4630,9963,155,173,129,17,123,4877,5416,2.22,185600,52377
2047,180,90,178,1,1,1,,4,78,102,2,,
2048,23184,8399,21501,748,487,933,24,114,11517,11667,2.76,221500,66925
2050,25429,9669,24875,193,318,253,21,126,12377,13052,2.62,226700,66434
2051,,,,,,,,,,,,,
2052,12024,4117,11561,117,180,401,5,27,5828,6196,2.91,358700,97748
2053,12752,4435,12259,177,250,345,8,75,6205,6547,2.84,233000,75135
2054,7891,3030,7524,96,136,284,3,42,3863,4028,2.59,204200,62806
2055,,,,,,,,,,,,,
2056,10981,3049,9965,665,718,223,,40,6512,4469,2.95,271700,86153
2059,,,,,,,,,,,,,
2060,,,,,,,,,,,,,
2061,10506,3553,10217,92,128,241,,38,5035,5471,2.89,321800,87397
2062,28602,11917,24759,1666,1227,1879,34,133,13693,14909,2.37,219800,58421
2065,,,,,,,,,,,,,
2066,17656,6626,17138,193,187,206,24,60,8465,9191,2.64,276000,71117
2067,17486,6179,14668,852,372,2065,12,60,8434,9052,2.82,270400,89178
2070,,,,,,,,,,,,,
2071,1707,309,1350,261,266,33,,16,1220,487,3.17,271400,79811
2072,26999,10306,22173,3362,876,1157,41,165,12944,14055,2.59,174200,57838
2081,18472,6897,17517,393,359,543,11,39,8791,9681,2.66,247100,72861
2090,14636,5256,13706,169,237,820,1,20,6971,7665,2.78,360600,87638
2093,10955,3703,10735,91,133,148,4,55,5400,5555,2.81,236400,78043
2108,3825,1875,3537,116,136,169,,15,1921,1904,1.73,1000001,71199
2109,3771,2028,3361,139,171,250,2,19,1951,1820,1.67,241700,78254
2110,1733,1048,1564,54,70,108,5,11,895,838,1.62,428300,79085
2111,7383,3301,3426,306,303,3685,6,20,3767,3616,1.91,390000,20354
2112,,,,,,,,,,,,,
2113,6915,4336,6606,68,252,212,6,21,3146,3769,1.59,229500,47547
2114,11999,6956,9816,889,783,1324,6,43,5992,6007,1.58,1000001,55678
2115,28441,10384,20453,2715,2796,4658,64,209,13852,14589,1.71,196500,28244
2116,20628,11026,15771,1500,1135,3341,15,97,10065,10563,1.62,820100,60467
2117,,,,,,,,,,,,,
2118,26498,12314,14865,6065,4952,3911,46,243,14218,12280,1.92,805200,38550
2119,25346,10087,4524,16208,7462,494,146,565,11608,13738,2.47,156300,26120
2120,15181,5057,8091,3971,3476,1834,28,215,7477,7704,2.61,156300,30658
2121,25978,9661,2502,19429,7107,320,133,495,11424,14554,2.68,154300,27211
2122,23479,8066,9277,7618,2916,4214,104,276,11628,11851,2.79,170400,40021
2123,,,,,,,,,,,,,
2124,47783,17459,11036,29957,7555,3273,177,718,21824,25959,2.72,167600,36025
2125,33295,12151,12292,11618,6311,3969,242,396,16399,16896,2.7,151400,35513
2126,25562,9368,1846,22235,2978,297,110,387,11547,14015,2.71,148100,38581
2127,31799,15191,26588,2290,3248,1687,50,173,14935,16864,2.06,206400,39625
2128,40508,14651,27954,2333,21419,1654,114,489,21314,19194,2.75,155000,31013
2129,16439,8033,13417,1112,1591,1431,29,99,7589,8850,2.03,328300,55700
2130,35401,15147,24659,5754,7983,2256,87,512,16230,19171,2.23,276500,46592
2131,29826,11482,18045,7815,7738,997,82,440,13862,15964,2.54,191400,46722
2132,25861,10891,22075,1639,1754,1862,28,146,12043,13818,2.32,229700,57179
2133,,,,,,,,,,,,,
2134,21503,9368,14734,1329,2802,4291,54,154,11574,9929,2.28,208900,32145
2135,42780,19905,32791,2513,3801,6204,69,243,20817,21963,2.1,245600,43139
2136,28488,10411,11228,14019,6351,641,115,336,13324,15164,2.71,164200,41144
2137,,,,,,,,,,,,,
2138,36314,13959,27878,2811,2245,6270,63,286,17074,19240,1.87,626100,55726
2139,36349,14519,24032,5961,3031,6551,77,356,18298,18051,2.08,321600,44382
2140,17607,8238,11429,3581,1127,2728,32,167,8147,9460,2.12,347100,50640
2141,11910,5933,8553,1455,1248,1668,31,102,5972,5938,1.99,238600,40475
2142,3141,1468,2027,219,336,939,4,19,1696,1445,1.77,395800,56731
2143,24514,11265,19553,1519,1879,2766,55,195,12137,12377,2.15,226300,45095
2144,23891,10827,20592,1394,1131,1923,28,141,11162,12729,2.19,262400,53294
2145,25439,9955,16642,3057,4897,2410,68,258,12936,12503,2.55,180400,41226
2148,59503,23701,35237,9600,4989,12469,110,355,28825,30678,2.49,176100,45654
2149,41550,15492,27386,6472,8786,2171,92,335,20384,21166,2.67,164500,40661
2150,35124,11809,18430,3547,21825,1324,140,643,17868,17256,2.92,149200,30161
2151,51808,20476,39837,3133,12647,3139,60,412,25412,26396,2.52,168200,37067
2152,17497,7783,16354,486,1066,279,15,111,8458,9039,2.24,215200,53122
2153,,,,,,,,,,,,,
2155,57964,22798,46789,5647,2553,4710,64,347,27706,30258,2.38,227100,52512
2156,,,,,,,,,,,,,
2163,2582,650,1712,204,190,712,1,10,1287,1295,1.66,,30901
2169,55055,25014,39950,3900,2206,10532,65,355,26439,28616,2.17,180400,45056
2170,19505,7764,12430,553,438,6528,11,63,9341,10164,2.45,189900,51607
2171,17711,7880,11214,571,445,5908,32,75,8419,9292,2.23,195100,50999
2176,26983,11213,25002,795,663,1222,17,91,12692,14291,2.38,254400,62811
2180,21437,8994,20026,482,634,821,27,93,10148,11289,2.36,241800,56605
2184,35744,13736,31411,1215,890,2898,58,162,16874,18870,2.56,212100,61790
2185,,,,,,,,,,,,,
2186,27003,9274,21409,4281,881,1363,52,160,12736,14267,2.75,285800,78985
2187,,,,,,,,,,,,,
2188,14608,6287,13029,723,359,662,23,79,6805,7803,2.29,185700,48212
2189,14559,5989,13005,799,498,455,11,105,6870,7689,2.4,169200,48917
2190,16119,6559,14959,392,329,584,13,58,7745,8374,2.45,198900,56303
2191,8457,3600,8064,123,226,251,,42,4038,4419,2.33,168600,55880
2196,,,,,,,,,,,,,
2199,1146,763,978,22,35,157,1,4,524,622,1.5,,65313
2201,,,,,,,,,,,,,
2203,,,,,,,,,,,,,
2204,,,,,,,,,,,,,
2205,,,,,,,,,,,,,
2206,,,,,,,,,,,,,
2210,2090,1140,1879,46,106,177,3,7,1189,901,1.65,256700,86918
2211,,,,,,,,,,,,,
2212,,,,,,,,,,,,,
2215,26125,8788,19131,1305,2126,5821,39,157,11214,14911,1.56,225000,27040
2217,,,,,,,,,,,,,
2222,,,,,,,,,,,,,
2228,,,,,,,,,,,,,
2238,,,,,,,,,,,,,
2241,,,,,,,,,,,,,
2266,,,,,,,,,,,,,
2269,,,,,,,,,,,,,
2283,,,,,,,,,,,,,
2284,,,,,,,,,,,,,
2293,,,,,,,,,,,,,
2295,,,,,,,,,,,,,
2297,,,,,,,,,,,,,
2298,,,,,,,,,,,,,
2301,61025,22044,27834,23698,6178,1900,359,620,29305,31720,2.7,136100,36646
2302,32741,11240,18634,10517,3173,729,160,402,15778,16963,2.89,120400,45972
2303,,,,,,,,,,,,,
2304,,,,,,,,,,,,,
2305,,,,,,,,,,,,,
2322,4356,1709,3713,475,121,130,4,12,2109,2247,2.55,160100,50305
2324,26563,7995,24514,1501,838,425,19,169,13683,12880,2.73,196800,65276
2325,,,,,,,,,,,,,
2327,,,,,,,,,,,,,
2330,11509,4297,11168,209,129,69,6,69,5610,5899,2.68,166200,53506
2331,,,,,,,,,,,,,
2332,15059,5344,14757,95,184,215,9,39,7241,7818,2.79,345900,97124
2333,13794,4750,13328,298,204,183,11,84,6729,7065,2.88,172800,60311
2334,,,,,,,,,,,,,
2337,,,,,,,,,,,,,
2338,7518,2863,7392,76,81,65,9,54,3659,3859,2.63,166800,57146
2339,13879,4709,13516,132,128,239,7,28,6775,7104,2.93,252600,73838
2340,,,,,,,,,,,,,
2341,10218,3472,9986,159,95,82,4,39,5080,5138,2.94,188500,62586
2343,10745,4089,9121,1113,474,368,22,104,5227,5518,2.62,149300,54252
2344,,,,,,,,,,,,,
2345,,,,,,,,,,,,,
2346,23106,8465,22306,524,367,249,24,165,11287,11819,2.67,159200,52808
2347,10612,3728,10373,109,92,129,1,55,5200,5412,2.82,187100,70394
2348,,,,,,,,,,,,,
2349,,,,,,,,,,,,,
2350,,,,,,,,,,,,,
2351,16029,6099,15009,446,316,340,5,93,7830,8199,2.61,178900,57100
2355,,,,,,,,,,,,,
2356,12564,4281,11782,425,302,355,7,38,6030,6534,2.74,236900,73929
2357,1360,7,1293,44,46,17,1,8,570,790,1.71,,
2358,,,,,,,,,,,,350000,33750
2359,17828,6294,17420,170,193,214,3,95,8751,9077,2.82,190300,65050
2360,56271,21269,53705,1447,986,752,51,452,27714,28557,2.55,166300,54677
2361,,,,,,,,,,,,,
2362,,,,,,,,,,,,,
2364,12629,4665,12283,189,140,170,7,51,6040,6589,2.66,201800,53780
2366,197,,119,66,44,1,,5,196,1,,,
2367,2820,1006,2750,30,36,27,,22,1384,1436,2.8,209100,70045
2368,32158,11564,13993,13109,2057,4222,93,331,15437,16721,2.75,161400,55358
2370,17489,6697,16396,601,348,247,15,125,8358,9131,2.58,162500,50613
2375,9188,3577,8418,437,227,336,10,34,4463,4725,2.56,202900,64000
2379,6916,2571,6639,150,121,102,2,38,3400,3516,2.63,173500,56083
2381,,,,,,,,,,,,,
2382,14489,5300,13968,287,267,161,9,89,7070,7419,2.73,156500,55303
2420,14052,5062,11077,241,306,2948,6,37,6686,7366,2.71,410800,92911
2421,17342,6468,13322,409,407,3888,27,67,8218,9124,2.65,422700,100358
2445,20679,8564,16605,974,1067,3294,19,92,9514,11165,2.36,606800,73197
2446,29311,13545,23371,993,1499,5248,38,130,12846,16465,2.11,600200,62817
2447,,,,,,,,,,,,,
2451,17426,7503,13522,1272,1660,2103,19,83,8525,8901,2.32,236500,57186
2452,14238,4812,11526,977,954,1601,21,70,7080,7158,2.19,289600,61096
2453,28968,11375,21858,1857,5666,2723,119,183,14599,14369,2.29,243400,50189
2454,,,,,,,,,,,,,
2455,,,,,,,,,,,,,
2456,,,,,,,,,,,,,
2457,1432,75,1059,83,136,293,6,11,802,630,1.69,,
2458,12131,5068,10292,362,532,1446,19,55,5612,6519,2.36,435800,73065
2459,19095,6501,16187,531,672,2569,16,71,9038,10057,2.64,475400,99076
2460,8742,3609,7504,316,382,983,3,50,4127,4615,2.42,378700,83081
2461,7059,2677,5718,191,275,1185,11,29,3324,3735,2.64,416500,96879
2462,1554,652,1268,71,51,235,,2,699,855,2.23,379800,63092
2464,2953,1205,2249,148,141,547,9,15,1343,1610,2.38,292900,64605
2465,11710,4331,10093,367,563,1227,12,57,5576,6134,2.65,373900,82301
2466,8096,2977,6682,282,291,1172,7,23,3609,4487,2.32,388200,78786
2467,22491,6421,17789,1120,1244,3715,28,77,10364,12127,2.4,578100,78007
2468,5273,1868,4775,105,92,445,2,20,2570,2703,2.78,553800,145394
2471,,,,,,,,,,,,,
2472,32014,14746,27915,1221,1694,2719,42,142,15004,17010,2.16,270600,59764
2474,26312,11754,23012,884,889,2640,18,120,12344,13968,2.23,273200,62846
2475,,,,,,,,,,,,,
2476,16532,7215,14691,462,506,1516,13,71,7560,8972,2.26,296500,66631
2477,,,,,,,,,,,,,
2478,24664,9626,21217,594,749,3140,20,118,11590,13074,2.54,450000,80300
2479,,,,,,,,,,,,,
2481,16244,4817,14043,443,578,1883,13,54,6773,9471,2.94,612800,123622
2482,10306,3803,9245,153,306,1015,11,25,4761,5545,2.6,471400,105738
2492,19931,7045,18613,254,420,1237,9,52,9595,10336,2.75,400900,93342
2493,11261,3776,9819,258,294,1284,1,28,5377,5884,2.82,739200,153918
2494,8955,3296,8045,141,198,828,18,14,4318,4637,2.65,352300,79169
2495,,,,,,,,,,,,,
2532,12690,5080,12064,301,210,216,18,185,6496,6194,2.27,157100,44114
2534,842,373,809,14,12,8,,6,415,427,2.14,195800,61607
2535,1177,543,1050,45,22,5,,123,592,585,2.16,693700,42386
2536,19583,8279,18316,716,400,313,30,348,9335,10248,2.36,156500,47494
2537,6293,2328,6177,32,70,86,8,47,3043,3250,2.63,209700,66166
2538,3603,1420,3252,183,103,36,8,64,1759,1844,2.53,113400,41538
2539,4067,1794,3685,133,99,35,3,68,2092,1975,2.25,330500,50407
2540,8221,4112,7785,192,120,159,13,85,3673,4548,1.91,247300,46708
2541,,,,,,,,,,,,,
2542,1139,225,968,111,94,27,3,20,776,363,3.03,,41875
2543,635,315,590,19,19,29,,1,297,338,1.99,405600,50446
2552,,,,,,,,,,,,,
2553,226,108,221,1,,,,3,106,120,2.09,,
2554,9852,4074,8775,765,950,155,3,40,5049,4803,2.41,577500,55522
2556,3115,1376,3023,38,26,55,2,16,1454,1661,2.19,243900,57841
2557,4491,1976,3941,342,107,75,6,153,2196,2295,2.23,,
2558,2156,1010,1772,229,49,35,1,59,1056,1100,2.13,119200,33674
2559,3376,1598,3261,77,33,27,2,45,1603,1773,2.1,184300,48156
2561,539,239,515,20,9,4,,9,279,260,2.26,,
2562,2977,1180,2881,29,40,51,5,21,1410,1567,2.52,,
2563,10359,4049,10109,63,130,176,14,39,4951,5408,2.52,174500,57815
2564,310,151,296,9,7,4,2,2,149,161,2.01,,
2565,,,,,,,,,,,,,
2568,4000,1824,3571,227,121,49,1,85,1961,2039,2.19,278200,42386
2571,10481,4228,9484,575,236,98,18,169,5017,5464,2.43,127200,40988
2573,,,,,,,,,,,,,
2574,,,,,,,,,,,,,
2575,2725,1192,2634,45,35,28,7,42,1300,1425,2.26,403800,59688
2576,3754,1558,3370,177,72,49,5,31,1787,1967,2.41,116900,40071
2584,10,4,10,,,,,,7,3,2.5,,
2601,14089,6130,11611,1330,898,363,27,377,6922,7167,2.24,134800,32199
2630,1850,823,1819,20,23,17,5,9,881,969,2.24,260700,63409
2631,9679,4311,9453,117,166,103,3,44,4481,5198,2.18,199300,48640
2632,10742,4613,10181,249,191,159,16,78,5052,5690,2.33,168000,50666
2633,3884,2007,3762,89,53,25,,22,1868,2016,1.94,278300,45817
2634,,,,,,,,,,,,,
2635,3296,1432,3211,46,51,36,2,35,1618,1678,2.29,204300,53824
2637,253,113,241,4,2,7,,1,125,128,2.24,,
2638,3207,1578,3123,43,48,14,8,35,1498,1709,2.03,210200,51699
2639,2875,1460,2619,172,70,16,4,51,1370,1505,1.96,143300,34811
2641,532,263,527,3,11,,,1,253,279,2.02,,
2642,4937,2378,4847,47,75,37,3,43,2297,2640,2.08,192300,42618
2643,26,16,25,,,1,,,7,19,1.63,,
2644,3955,1368,3836,39,74,59,5,36,1926,2029,2.89,163800,61981
2645,9663,4250,9162,228,154,111,4,120,4500,5163,2.24,172400,42677
2646,1676,907,1623,25,10,12,,15,776,900,1.84,256000,37315
2647,129,58,125,2,,1,,1,61,68,2.22,411100,58542
2648,7301,2791,7011,165,163,87,2,82,3545,3756,2.61,162600,52142
2649,14006,6118,12807,533,315,218,23,588,6511,7495,2.27,168800,50879
2650,848,410,831,4,15,7,,1,358,490,1.82,360200,51060
2651,16,9,16,,,,,1,9,7,1.78,,
2652,1175,576,1128,43,16,8,,14,586,589,2.04,278500,39423
2653,5911,2957,5769,76,81,59,2,32,2790,3121,1.97,300800,42609
2655,3518,1642,3387,70,49,30,1,34,1641,1877,2.14,217200,52500
2657,2942,1765,2735,134,142,24,2,48,1602,1340,1.64,323600,32716
2659,1108,525,1085,7,19,15,,12,533,575,2.11,219000,36989
2660,6261,2893,5955,183,157,52,7,57,2882,3379,2.12,165000,42864
2661,,,,,,,,,,,,350000,16250
2662,,,,,,,,,,,,,
2663,173,87,173,1,1,,,,85,88,1.99,,
2664,9371,4463,8814,295,256,167,8,67,4380,4991,2.07,146500,37929
2666,828,408,812,7,25,7,1,3,403,425,2.02,312300,46985
2667,2580,1280,2520,29,40,24,,16,1200,1380,2.01,242700,43365
2668,3278,1279,3180,49,36,46,4,26,1582,1696,2.56,240900,68164
2669,285,143,266,5,21,6,,2,140,145,1.99,331000,55625
2670,1307,718,1253,26,20,21,1,21,582,725,1.82,220300,36053
2671,1023,531,965,43,14,7,3,16,470,553,1.91,203100,36711
2672,180,89,172,2,4,2,,1,87,93,2.02,290900,76467
2673,8402,3831,7780,334,301,103,18,88,3971,4431,2.18,139400,36909
2675,6577,3190,6419,63,65,79,2,38,2982,3595,2.06,186700,50421
2702,4125,1480,4027,39,49,38,,16,2052,2073,2.75,166400,68505
2703,43593,16882,38798,1682,2765,2238,77,321,21296,22297,2.55,152800,50807
2712,,,,,,,,,,,,,
2713,52,26,52,,,,,1,31,21,2,375000,22292
2714,,,,,,,,,,,,,
2715,3123,1071,3044,35,50,41,7,20,1572,1551,2.89,157700,60405
2717,4745,1682,4595,78,60,30,,26,2400,2345,2.8,156500,61481
2718,6655,2365,6217,300,210,98,11,29,3263,3392,2.81,149900,53357
