ZipCode,Population,HouseholdsPerZipCode,WhitePop,BlackPop,HispanicPop,AsianPop,HawaiianPop,IndianPop,MalePop,FemalePop,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold
58650,393,168,387,,9,1,2,4,209,184,2.34,19600,30481
58651,475,213,474,1,,,,3,244,231,2.23,31300,22917
58652,987,406,965,3,13,12,,7,511,476,2.32,45900,32772
58653,601,273,592,,4,,,11,317,284,2.2,39300,31912
58654,289,102,279,4,5,1,,10,158,131,2.32,33100,27857
58655,484,187,482,2,2,,,3,259,225,2.59,64200,35104
58656,366,165,360,2,1,4,,1,185,181,2.22,37300,29583
58701,28368,12718,26464,731,641,316,34,1284,13995,14373,2.2,86000,32370
58702,,,,,,,,,,,,,
58703,19396,7912,18054,619,536,330,52,749,9836,9560,2.37,79600,36461
58704,4770,1333,3964,612,477,268,70,95,2498,2272,3.35,83800,32255
58705,751,,597,124,69,25,4,17,636,115,,,
58707,509,,444,35,31,15,,27,221,288,,,
58710,469,210,468,3,,,,4,241,228,2.23,26000,30588
58711,211,85,209,2,6,,,2,110,101,2.48,10000,36500
58712,155,66,153,,1,,,2,87,68,2.35,9999,21167
58713,35,17,35,,,,,,17,18,2.06,9999,11875
58716,147,69,144,1,2,,,5,72,75,2.13,25000,31042
58718,1040,394,1029,4,17,1,,7,545,495,2.64,65000,29464
58721,529,240,518,,4,10,,2,290,239,2.2,31900,27829
58722,1516,566,1458,14,25,17,,43,766,750,2.68,71300,41667
58723,236,118,235,,4,1,,1,136,100,2,10300,25000
58725,341,133,340,,,,,2,179,162,2.56,24800,25893
58727,279,133,273,7,,3,,1,142,137,2.1,15000,17727
58730,1295,609,1283,7,21,4,,10,647,648,2.04,36300,28088
58731,300,126,294,1,3,7,,3,151,149,2.38,31000,40000
58733,402,155,398,,1,3,,4,205,197,2.59,59000,40000
58734,241,114,241,,2,,,3,131,110,2.11,26600,24167
58735,314,137,307,4,4,1,,6,161,153,2.29,33800,31667
58736,452,216,450,4,8,2,1,6,242,210,2.09,17300,21458
58737,140,67,140,,12,,,,78,62,2.06,9999,17500
58740,755,312,746,10,10,11,1,3,389,366,2.42,57000,33967
58741,554,232,545,,8,4,,8,297,257,2.39,34700,27000
58744,143,69,143,,,,,,85,58,2.07,15800,26500
58746,1620,690,1588,2,38,9,3,18,833,787,2.28,43200,30361
58748,148,69,147,,1,,,,76,72,2.14,19100,27083
58750,528,208,516,5,13,,,5,282,246,2.54,50800,36477
58752,223,105,218,,9,2,,4,120,103,2.12,24600,24583
58755,129,61,127,,1,1,,1,65,64,2.11,14200,34375
58756,250,111,241,,2,,,14,131,119,2.25,47000,25341
58757,909,246,70,5,54,,2,845,443,466,3.67,52300,25875
58758,222,107,221,,2,2,,,107,115,2.07,31700,30417
58759,821,312,809,6,8,1,1,18,427,394,2.63,32100,29821
58760,254,116,248,1,1,4,,8,134,120,2.19,14200,31000
58761,1104,464,1084,4,10,4,,21,561,543,2.26,39900,31300
58762,246,118,234,2,12,,,,132,114,2.08,34300,27143
58763,3502,1190,1027,12,124,14,6,2529,1723,1779,2.9,48300,28568
58765,248,124,242,,3,4,,3,135,113,1.92,9999,33750
58768,282,115,280,,2,1,,2,151,131,2.45,63900,39000
58769,229,108,223,1,1,2,,3,132,97,2.06,14400,30000
58770,1240,444,603,9,65,1,5,685,649,591,2.71,38200,27500
58771,453,207,445,,11,,,9,247,206,2.19,24100,26406
58772,137,67,133,2,5,,,3,76,61,2.04,9999,36719
58773,687,301,677,1,7,1,,11,351,336,2.28,40500,27330
58775,290,98,56,,14,,,234,148,142,2.96,41000,16875
58776,298,113,294,,9,,,5,184,114,2.23,22500,30000
58778,133,61,133,1,2,,,1,71,62,2.18,47500,28125
58779,367,158,362,,3,,,7,201,166,2.32,37500,25000
58781,695,266,687,3,6,2,,11,364,331,2.61,65000,29808
58782,436,189,436,,1,,,2,216,220,2.31,41100,29792
58783,346,158,345,,6,,,5,196,150,2.19,13600,24375
58784,2330,823,2287,12,88,11,,18,1356,974,2.31,38200,24745
58785,1091,387,1062,9,19,7,8,17,561,530,2.82,70700,42898
58787,136,70,136,,5,,,,83,53,1.94,16300,24097
58788,1124,518,1094,5,38,5,,19,575,549,2.17,31300,28000
58789,321,145,315,1,2,1,,6,171,150,2.21,18800,23333
58790,1585,636,1573,2,16,4,,16,774,811,2.42,53500,31705
58792,227,107,226,2,,,,,126,101,2.12,38800,29464
58793,609,259,601,3,2,4,3,16,313,296,2.27,24100,28073
58794,159,60,157,2,4,,,,90,69,2.65,22000,26719
58795,198,101,195,,9,,,4,101,97,1.96,13400,21406
58801,18371,7549,17483,114,364,113,19,1124,9435,8936,2.37,60500,31990
58802,,,,,,,,,,,,,
58830,213,99,202,1,7,3,,1,114,99,2.15,10000,22813
58831,472,197,449,5,14,,,19,265,207,2.29,42500,29688
58833,80,45,80,,,,,,43,37,1.73,13800,36429
58835,313,134,310,,2,2,,3,172,141,2.34,34500,29091
58838,199,79,198,,2,,,2,119,80,2.29,28100,30714
58843,466,181,441,6,8,6,,23,259,207,2.45,55000,31250
58844,142,67,142,,1,,,,77,65,2.12,9999,26250
58845,371,156,365,5,13,,,3,189,182,2.38,21100,25417
58847,283,102,280,,1,,,8,157,126,2.61,130000,22292
58849,883,382,859,2,10,2,,28,478,405,2.26,40300,29688
58852,1750,770,1726,10,13,12,3,26,910,840,2.19,43100,31089
58853,292,106,136,1,11,5,,187,148,144,2.75,43000,31250
58854,2804,1140,2706,11,39,18,6,107,1448,1356,2.39,50500,30102
58856,131,57,127,1,5,,,7,70,61,2.28,41300,38393
59001,1643,742,1615,4,53,9,2,30,824,819,2.21,112700,42938
59002,165,66,161,1,2,5,5,3,98,67,2.5,65000,28125
59003,1160,411,459,8,58,9,,707,561,599,2.82,51100,27019
59004,,,,,,,,,,,,,
59006,926,364,887,3,67,4,3,42,461,465,2.54,83400,29643
59007,113,64,113,,,,,1,60,53,1.77,98800,33750
59008,410,179,404,1,2,,,7,212,198,2.28,85000,30208
59010,102,49,102,,,,,1,53,49,2.08,131300,31875
59011,3027,1332,2969,3,40,32,3,49,1519,1508,2.24,97200,32174
59012,249,82,97,1,1,1,,154,138,111,3.04,73500,19464
59013,127,59,127,,,,,1,64,63,2.15,95000,32500
59014,1446,630,1417,5,17,6,2,33,718,728,2.3,81300,29816
59015,576,180,558,3,19,1,1,8,292,284,2.71,68300,32188
59016,1089,296,161,8,37,2,,941,530,559,3.64,49200,27857
59018,602,281,595,1,7,2,,7,293,309,2.14,90500,36094
59019,3972,1602,3899,15,98,40,10,66,2021,1951,2.43,97500,39421
59020,77,46,76,,,3,,,43,34,1.67,112500,22250
59022,1945,435,101,5,35,3,3,1855,962,983,4.42,29000,26850
59024,390,181,380,,6,,,14,191,199,2.15,48200,28750
59025,56,31,56,,2,,,6,33,23,1.81,47300,17750
59026,194,86,194,,2,,,1,99,95,2.26,74400,34583
59027,836,407,811,8,16,10,4,11,423,413,2.05,154700,29583
59028,434,199,432,,6,,,3,230,204,2.05,155000,42019
59029,733,328,713,1,31,,,12,378,355,2.23,70300,29342
59030,1263,645,1235,2,33,13,2,19,624,639,1.92,152900,33421
59031,339,92,28,,2,,,311,165,174,3.68,75800,55938
59032,408,171,407,1,3,,,1,215,193,2.12,37500,27143
59033,334,129,327,2,5,5,,6,173,161,2.59,75000,33750
59034,5189,1927,2997,38,314,75,2,2189,2559,2630,2.65,68200,29076
59035,227,113,146,,2,,,83,134,93,2.01,550000,24688
59036,1505,618,1481,16,21,3,3,27,732,773,2.2,54300,25431
59037,1672,678,1618,10,53,6,,48,831,841,2.47,104500,40463
59038,656,301,633,2,24,3,2,19,336,320,2.18,41800,30066
59039,28,17,28,,,,,1,19,9,1.65,225000,21667
59041,1950,824,1915,6,25,9,1,23,999,951,2.37,93500,32336
59043,2950,743,150,15,137,2,,2814,1481,1469,3.94,47700,23271
59044,10971,4358,10702,61,253,78,11,279,5427,5544,2.5,93900,38712
59046,390,171,368,1,11,5,,16,198,192,2.28,44700,26429
59047,11880,5475,11641,44,253,74,14,236,5914,5966,2.15,94500,31416
59050,1715,449,311,7,27,6,1,1415,833,882,3.77,47600,23261
59052,139,64,138,,1,,3,1,76,63,2.17,206300,60125
59053,354,135,353,1,5,,,8,177,177,2.62,64100,24500
59054,315,133,313,2,4,,,,158,157,2.37,55000,30972
59055,59,24,58,1,,,,,34,25,2.46,87500,25000
59057,692,259,681,6,10,3,,18,372,320,2.67,95000,39688
59058,50,19,49,,,1,,,25,25,2.63,625000,28333
59059,146,77,145,,,,,2,75,71,1.9,56300,22500
59061,272,152,270,,4,2,,1,143,129,1.79,202900,48750
59062,35,18,34,,,1,,,17,18,1.94,125000,31250
59063,2058,787,2016,17,29,8,,32,1050,1008,2.61,102900,38125
59064,284,106,278,,8,,,3,137,147,2.68,68600,34583
59065,197,95,194,2,4,,,1,97,100,2.07,85000,39583
59066,701,204,111,,17,1,,592,368,333,3.44,65000,25000
59067,221,92,221,,3,,,1,121,100,2.4,42500,23750
59068,3580,1747,3512,25,72,13,3,52,1788,1792,2.02,124200,34566
59069,461,207,444,3,24,8,7,9,246,215,2.23,133900,28571
59070,1047,459,1026,11,27,2,,16,544,503,2.28,89300,29286
59071,104,54,99,,,,,5,52,52,1.93,118800,28750
59072,4140,1855,4049,17,114,14,3,113,2065,2075,2.2,54600,25396
59073,,,,,,,,,,,,,
59074,490,194,476,1,20,1,,7,264,226,2.07,51400,29250
59075,289,92,102,,7,,,182,153,136,3.14,54400,45469
59076,33,18,33,,1,1,,,20,13,1.83,450000,28750
59077,79,33,79,,,,,,43,36,2.39,258300,26250
59078,145,65,143,,2,,,3,69,76,2.23,47500,33250
59079,3481,1283,3389,26,60,14,4,147,1796,1685,2.71,111200,41211
59081,9,5,9,,,,,,5,4,1.8,150000,26250
59082,39,14,39,,,,,,24,15,2.79,,
59083,,,,,,,,,,,,,
59084,,,,,,,,,,,,,
59085,88,53,86,,8,,,,51,37,1.66,75000,25625
59086,727,339,724,,11,,,3,360,367,2.14,105600,30536
59087,436,199,436,3,5,,,1,235,201,2.19,58300,24107
59088,1373,571,1327,5,55,13,3,38,687,686,2.4,95400,34934
59089,467,131,128,,12,,,341,237,230,3.53,23600,22500
59101,39562,16375,34826,779,3143,366,122,4022,19915,19647,2.3,81400,26772
59102,46564,20624,44153,571,1742,574,108,1771,21721,24843,2.2,104400,39548
59103,,,,,,,,,,,,,
59104,,,,,,,,,,,,,
59105,29624,11476,27770,368,1215,346,56,1549,14545,15079,2.56,113400,42676
59106,12375,4414,11988,43,339,180,25,211,6269,6106,2.77,172900,66250
59107,,,,,,,,,,,,,
59108,,,,,,,,,,,,,
59111,,,,,,,,,,,,,
59112,,,,,,,,,,,,,
59114,,,,,,,,,,,,,
59115,,,,,,,,,,,,,
59116,,,,,,,,,,,,,
59117,,,,,,,,,,,,,
59201,5100,1785,2259,20,75,55,5,2979,2497,2603,2.8,52300,26990
59211,125,57,120,,2,1,,4,64,61,2.19,37500,30313
59212,373,160,343,,4,,,38,198,175,2.33,33100,27250
59213,772,238,167,,7,1,,603,379,393,3.24,38700,21583
59214,120,49,120,,,,,,65,55,2.45,30800,23438
59215,1135,493,1131,7,10,4,,8,563,572,2.26,43400,28452
59217,100,36,99,,4,,,4,52,48,2.78,55000,35625
59218,927,385,837,2,15,4,1,107,482,445,2.35,48000,30417
59219,199,85,191,,4,,,11,107,92,2.34,35300,28661
59221,1658,697,1611,8,43,,,39,860,798,2.38,41300,32143
59222,221,100,214,1,3,,,11,110,111,2.21,31900,32188
59223,364,173,356,2,,3,,9,192,172,2.1,86000,44583
59225,560,167,165,2,8,17,4,380,275,285,3.19,28800,24091
59226,410,190,387,2,1,,,29,195,215,2.16,31500,26607
59230,4490,1987,4257,24,64,24,3,270,2199,2291,2.21,65100,32271
59231,264,133,252,4,5,3,1,5,127,137,1.98,41100,33750
59240,21,10,21,,,,,,11,10,2.1,,
59241,413,170,402,,8,4,,9,209,204,2.43,42000,23229
59242,79,35,78,,,,,2,39,40,2.26,95000,18125
59243,345,141,339,3,15,1,,3,187,158,2.45,45000,26944
59244,65,32,65,,,,,,36,29,2.03,16300,33333
59247,314,148,302,3,,,,22,156,158,2.12,26700,30179
59248,762,347,707,,4,1,1,67,399,363,2.2,39200,26856
59250,198,95,197,,,1,,2,97,101,2.08,20700,31538
59252,115,61,112,1,1,,,2,58,57,1.89,41700,32500
59253,112,54,111,1,,,,,61,51,2.07,32000,27250
59254,2026,941,1972,12,41,25,1,47,985,1041,2.06,52300,29435
59255,3429,1046,540,9,33,7,1,2920,1707,1722,3.21,44400,21184
59256,59,34,59,,,,,,30,29,1.74,,
59257,61,34,61,,,,,2,36,25,1.79,9999,46250
59258,110,51,89,1,,,,23,64,46,2.16,77500,28906
59259,348,165,348,,3,,,,178,170,2.11,21100,27500
59260,110,54,110,,,,,,62,48,2.04,41700,37143
59261,520,239,511,,5,3,,13,274,246,2.18,28300,23333
59262,655,272,634,1,1,8,,27,337,318,2.41,47100,29231
59263,1349,612,1310,4,24,8,,50,669,680,2.14,47900,27270
59270,7339,3167,7122,25,241,41,12,213,3767,3572,2.31,65500,33614
59273,,,,,,,,,,,,,
59274,206,96,202,2,2,,,1,111,95,2.15,65600,27083
59275,376,172,371,2,3,,,5,201,175,2.19,28400,28542
59276,40,20,40,,,,,,24,16,2,18300,20000
59301,11404,4909,11059,63,259,68,20,314,5648,5756,2.24,63000,29850
59311,159,76,159,,1,,,,82,77,2.09,137500,33750
59312,31,15,31,,,,,,17,14,2.07,,
59313,2498,1065,2466,11,29,20,4,22,1273,1225,2.31,49100,30694
59314,112,49,112,,3,,,,60,52,2.29,42500,24167
59315,150,66,150,,,,,,77,73,2.27,50000,27500
59316,,,,,,,,,,,,,
59317,1164,513,1141,1,19,2,,31,578,586,2.2,57900,27798
59318,136,55,136,,,,,,78,58,2.47,26700,23000
59319,,,,,,,,,,,,,
59322,85,35,85,,,,,,44,41,2.43,27500,31250
59323,2294,895,2060,12,96,36,9,278,1188,1106,2.56,75700,55650
59324,821,380,808,3,7,,,13,406,415,2.13,23200,25438
59326,265,120,264,,10,,,,147,118,2.21,37500,20781
59327,2945,1292,2851,16,64,25,1,88,1471,1474,2.25,61700,35254
59330,8307,3452,8068,51,175,34,4,255,4192,4115,2.26,64200,31761
59332,146,63,143,,,1,,2,77,69,2.32,71000,14643
59333,21,9,21,,,,,,9,12,2.33,145800,32500
59336,192,88,190,,1,1,1,1,107,85,2.18,85000,30179
59337,812,369,802,4,3,,,10,403,409,2.2,35800,25278
59338,142,52,140,,3,4,,,74,68,2.73,78600,45313
59339,149,61,145,,1,,,3,78,71,2.44,40000,30000
59341,,,,,,,,,,,,,
59343,82,30,81,1,,,,2,43,39,2.73,58300,36500
59344,300,131,295,5,4,3,,1,145,155,2.29,23800,27250
59345,,,,,,,,,,,,,
59347,321,135,315,1,12,,,15,163,158,2.38,82500,31250
59349,913,436,905,1,5,14,,22,452,461,2.05,36000,26339
59351,200,80,200,2,,,,4,111,89,2.5,106300,36250
59353,1017,457,1005,3,13,8,,7,513,504,2.17,37500,28224
59354,41,14,40,,1,,,1,20,21,2.93,95000,27500
59401,13774,6236,12455,251,479,186,41,1302,6926,6848,2.14,81100,25888
59402,,,,,,,,,,,,,
59403,,,,,,,,,,,,,
59404,26867,10627,25460,309,678,398,50,1303,13482,13385,2.5,104800,39907
59405,31438,13165,28424,1043,1417,619,110,2297,15430,16008,2.28,92100,32388
59406,,,,,,,,,,,,,
59410,666,332,638,1,26,2,,24,348,318,2.01,62300,23472
59411,460,170,144,3,4,5,1,325,236,224,2.71,21300,24375
59412,1747,672,1715,6,17,17,5,29,906,841,2.38,79500,31970
59414,904,427,835,11,37,12,,96,469,435,2.12,60700,23713
59416,337,165,331,3,1,1,,8,187,150,2.04,62900,30313
59417,7719,2237,499,24,139,8,2,7305,3771,3948,3.37,58100,23218
59418,95,39,94,,1,,,1,48,47,2.44,,
59419,96,49,91,,,,,7,56,40,1.96,137500,27188
59420,243,75,241,,,2,,3,130,113,2.21,70000,20625
59421,1831,820,1799,,39,6,,43,928,903,2.21,95100,33306
59422,2643,1097,2581,4,32,7,1,84,1272,1371,2.14,75300,26389
59424,87,39,87,1,,,,,47,40,2.23,137500,16875
59425,3751,1509,3651,31,58,16,6,125,1779,1972,2.27,72300,31587
59427,4757,1769,3641,23,87,25,2,1254,2313,2444,2.4,61200,32982
59430,454,203,454,2,7,,,,237,217,2.24,37800,29500
59432,104,52,97,,,,,10,52,52,2,64200,29375
59433,594,267,584,1,16,3,,24,294,300,2.22,64400,32431
59434,463,185,211,,11,1,2,265,235,228,2.5,87300,39643
59435,,,,,,,,,,,,,
59436,1827,740,1804,7,23,12,1,41,922,905,2.47,82000,32393
59440,175,71,161,,5,6,3,6,85,90,2.46,118800,42426
59441,82,38,80,2,,,,,43,39,2.16,142500,30625
59442,1789,822,1774,8,11,8,1,28,862,927,2.13,74300,30330
59443,612,239,589,11,9,10,1,19,312,300,2.56,87500,37891
59444,355,88,353,,,2,,3,182,173,2.7,58300,24167
59446,564,243,559,1,7,2,,12,290,274,2.32,47900,31181
59447,250,113,248,,1,,,2,129,121,2.21,32500,31875
59448,743,184,41,2,14,,,714,346,397,4.04,71400,23250
59450,467,191,458,,1,1,1,10,231,236,2.45,99600,37656
59451,241,105,239,,,1,,3,130,111,2.3,52300,29091
59452,525,237,518,,1,3,,5,255,270,2.22,65000,31417
59453,362,160,352,2,1,9,,6,195,167,2.26,43500,19792
59454,201,96,198,1,6,,,4,107,94,2.09,33800,21607
59456,233,68,229,,1,,,3,126,107,2.06,154200,25000
59457,9105,4047,8907,38,153,49,11,215,4539,4566,2.15,74200,30814
59460,233,102,229,,3,1,,4,126,107,2.28,45000,26979
59461,33,12,33,,,,,,17,16,2.75,,
59462,168,82,168,,,,,4,84,84,2.05,45000,28125
59463,169,88,165,,1,3,,2,89,80,1.92,95000,35625
59464,500,196,498,,6,1,,21,246,254,2.53,60000,31071
59465,52,33,50,,,1,,3,29,23,1.58,110000,21667
59466,97,45,91,,,,2,7,49,48,2.16,104200,22188
59467,259,33,255,,2,,,5,113,146,2.64,46700,41875
59468,571,227,562,2,,4,,12,299,272,2.52,72500,36563
59469,157,66,157,1,1,,,,82,75,2.38,75800,31500
59471,295,127,292,,,,,4,155,140,2.31,42500,27614
59472,657,260,643,5,5,1,2,8,317,340,2.53,66900,35833
59474,3820,1433,3514,39,109,31,2,283,2197,1623,2.2,65200,30158
59477,521,173,504,5,8,3,,17,257,264,2.35,57500,28333
59479,826,366,814,1,20,,3,10,443,383,2.26,55900,23472
59480,383,161,372,,4,,,11,203,180,2.38,67500,31250
59482,802,285,798,2,10,2,2,14,395,407,2.81,48800,36979
59483,530,215,521,1,5,4,,24,257,273,2.47,89000,31607
59484,111,61,109,,3,1,,2,59,52,1.82,52100,38281
59485,705,247,682,5,12,1,3,40,364,341,2.45,82100,38125
59486,1328,427,1207,,14,7,2,146,669,659,2.35,64300,30324
59487,1240,506,1193,14,15,11,,64,656,584,2.45,82300,31667
59489,396,166,386,2,2,,,9,203,193,2.39,,
59501,12638,5173,11033,92,319,142,28,1789,6384,6254,2.34,84300,30771
59520,1030,448,988,3,9,9,4,40,517,513,2.26,60300,29853
59521,3475,895,153,21,98,11,,3331,1687,1788,3.88,36400,23603
59522,1755,629,1739,9,7,6,7,19,829,926,2.34,64500,30096
59523,2287,994,2109,,29,15,2,178,1157,1130,2.19,62800,28250
59524,663,233,182,,14,1,1,487,341,322,2.83,37500,20357
59525,384,124,378,1,7,2,,4,201,183,2.57,50500,35179
59526,2435,798,612,2,66,2,1,1879,1186,1249,2.98,49900,26574
59527,974,291,54,5,14,1,,927,495,479,3.35,51700,20352
59528,208,96,203,,1,5,,6,103,105,2.17,44400,40000
59529,163,60,155,3,1,,,11,91,72,2.72,77500,26250
59530,99,48,99,,,,,,55,44,2.06,30800,32813
59531,241,115,239,,1,1,,1,122,119,2.1,48900,34219
59532,180,86,178,,,,,2,92,88,2.09,68800,31875
59535,74,38,74,,,,,,40,34,1.95,105000,21667
59537,96,24,92,,1,,,4,44,52,2.33,42500,26250
59538,3037,1302,2877,4,62,17,9,250,1470,1567,2.27,64300,31500
59540,371,166,359,3,5,,,14,186,185,2.23,45600,30227
59542,192,62,191,,,,,8,99,93,2.24,50800,28125
59544,175,71,152,,4,,,24,88,87,2.46,58800,26875
59545,39,17,39,,,,,,20,19,2.29,87500,23750
59546,129,65,101,1,,,,32,65,64,1.98,97500,22083
59547,38,17,38,,,,,,17,21,2.24,56700,21250
59601,29283,13266,28083,220,807,321,46,1159,14145,15138,2.08,112900,35462
59602,24285,9399,23557,140,523,233,43,706,12215,12070,2.57,119900,41417
59604,,,,,,,,,,,,,
59620,,,,,,,,,,,,,
59623,,,,,,,,,,,,,
59624,,,,,,,,,,,,,
59625,,,,,,,,,,,,,
59626,,,,,,,,,,,,,
59631,237,111,233,1,4,2,,7,120,117,2.14,59300,24750
59632,1939,779,1875,7,58,11,2,104,973,966,2.28,76700,29760
59633,206,96,203,1,3,,,2,98,108,2.13,110700,33500
59634,4819,1768,4722,24,79,43,,98,2406,2413,2.69,160900,58750
59635,7282,2788,6982,60,187,49,23,378,3612,3670,2.61,98800,40120
59636,12,1,11,1,1,,,,9,3,3,,104710
59638,617,250,607,5,15,,,14,320,297,2.47,100000,42222
59639,1286,638,1256,2,17,10,1,37,673,613,2.02,87400,27273
59640,89,44,88,,3,1,,1,48,41,2.02,93200,46000
59641,,,,,,,,,,,,,
59642,62,29,62,,2,,,1,34,28,2.14,87500,14167
59643,437,202,423,4,7,7,,9,231,206,2.16,77500,32188
59644,4036,1719,3942,17,115,8,14,99,2070,1966,2.32,84500,31895
59645,1635,672,1619,2,21,8,,24,818,817,2.17,74800,30398
59647,334,130,317,1,1,3,,16,180,154,2.57,,
59648,635,243,623,1,8,1,,13,320,315,2.01,106700,32321
59701,33147,14490,31945,187,1231,261,53,1111,16729,16418,2.22,74600,30046
59702,,,,,,,,,,,,,
59703,43,17,43,,,,,1,25,18,2.53,,
59707,,,,,,,,,,,,,
59710,286,149,282,1,3,1,,2,162,124,1.92,89000,26346
59711,8933,4072,8661,81,247,55,17,312,4566,4367,2.12,70900,26364
59713,213,90,209,,4,2,,4,107,106,2.37,81300,25625
59714,18182,6915,17706,110,572,197,32,333,9233,8949,2.63,116500,40561
59715,31567,12882,30365,215,761,777,54,555,16664,14903,2.21,158300,35022
59716,1798,808,1743,15,72,16,5,14,1010,788,2.12,235200,46667
59717,,,,,,,,,,,,,
59718,27367,11490,26536,190,654,466,45,429,14113,13254,2.38,148500,41070
59719,,,,,,,,,,,,,
59720,191,96,190,,2,,,2,103,88,1.99,147500,35682
59721,433,185,425,,7,3,,11,225,208,2.34,133300,29792
59722,5781,1888,5316,80,113,45,2,374,3663,2118,2.21,71600,30541
59724,128,52,128,,6,,,1,70,58,2.46,,
59725,7963,3397,7659,30,276,57,42,191,4024,3939,2.21,90200,30068
59727,221,106,219,,9,,,,130,91,2.08,95000,36875
59728,343,155,335,,1,,,13,181,162,2.21,95000,35833
59729,2141,1006,2111,11,51,10,,26,1066,1075,2.09,116600,31569
59730,1790,790,1742,12,25,26,6,33,966,824,2.21,232400,45489
59731,209,99,198,5,5,1,,11,119,90,2.11,90800,33672
59732,128,57,119,4,10,,,6,72,56,2.25,,
59733,198,63,192,1,5,6,,6,105,93,3.13,97500,36563
59735,331,139,328,1,7,1,,1,183,148,2.38,66800,35208
59736,127,62,127,,12,,,,73,54,2.05,70000,19583
59739,340,156,333,2,16,,2,8,179,161,2.18,64700,22434
59740,495,231,483,,11,3,1,5,259,236,2.14,164800,37031
59741,4352,1701,4291,11,122,37,16,44,2225,2127,2.52,124400,37760
59743,134,68,134,,1,,1,2,69,65,1.97,65000,28750
59745,134,61,134,,,,,,77,57,2.2,86300,27250
59746,92,55,88,,3,,,2,54,38,1.67,118800,24375
59747,159,81,157,,7,,,2,87,72,1.96,87000,26429
59748,254,91,252,4,6,,,1,115,139,2.79,108000,48750
59749,1513,697,1481,7,33,9,1,25,743,770,2.12,100000,25571
59750,309,129,295,,2,6,,11,155,154,2.4,91300,51111
59751,208,96,207,,1,,,2,110,98,2.17,112500,36250
59752,3431,1378,3382,7,65,17,4,45,1721,1710,2.48,95500,34837
59754,964,429,941,3,23,4,,15,517,447,2.25,83700,27813
59755,210,115,207,,3,1,,13,108,102,1.83,84000,27386
59756,463,23,369,9,17,1,,88,382,81,1.39,107500,24145
59758,1769,858,1634,15,233,22,2,46,934,835,2.06,171500,34167
59759,3643,1560,3561,13,69,13,7,109,1931,1712,2.33,87200,32692
59760,260,124,254,1,2,4,,5,131,129,2.1,,
59761,265,125,254,,13,3,4,6,142,123,2.12,72500,26389
59762,258,122,254,,1,1,,3,135,123,2.11,117000,27396
59771,,,,,,,,,,,,,
59772,,,,,,,,,,,,,
59801,30940,13416,29108,376,1022,719,65,1473,15384,15556,2.12,121500,26880
59802,18407,8598,17490,169,503,237,52,837,9508,8899,2.09,131500,26819
59803,16203,6175,15604,129,374,273,23,390,8107,8096,2.61,147100,50750
59804,7533,3071,7219,52,151,147,24,257,3683,3850,2.38,160800,42457
59806,,,,,,,,,,,,,
59807,,,,,,,,,,,,,
59808,17904,7350,16978,160,455,398,52,758,8853,9051,2.38,160600,40858
59812,,,,,,,,,,,,,
59820,1361,600,1316,7,20,6,2,45,714,647,2.26,117900,36518
59821,2377,912,1422,6,115,34,,1072,1200,1177,2.61,105300,31339
59823,1561,659,1531,9,29,12,3,35,820,741,2.35,153500,39444
59824,1792,602,1468,34,81,16,7,404,924,868,2.61,106000,28491
59825,2412,980,2363,11,30,27,2,65,1231,1181,2.46,122800,35764
59826,521,253,510,2,4,3,2,11,272,249,2.06,150000,32667
59827,300,145,287,5,1,6,1,14,148,152,2.07,116700,13125
59828,5543,2225,5389,13,237,59,6,123,2733,2810,2.49,144300,34770
59829,2679,1109,2570,26,66,15,3,108,1446,1233,2.21,120800,29221
59830,146,75,142,,,,,4,75,71,1.95,,
59831,454,183,278,5,23,,,210,227,227,2.48,45000,18750
59832,765,324,758,1,10,,1,18,383,382,2.34,61800,28462
59833,5448,2094,5336,12,117,51,19,89,2747,2701,2.6,144600,44035
59834,2240,799,2185,10,58,19,5,68,1179,1061,2.8,162500,49107
59835,,,,,,,,,,,,,
59837,407,171,405,,2,1,,4,198,209,2.38,61900,25000
59840,13052,5924,12802,46,354,145,21,249,6336,6716,2.17,127500,28085
59841,917,178,896,4,43,,,5,436,481,5.15,107100,25000
59842,90,40,86,,4,,,4,42,48,2.25,87500,17188
59843,260,115,259,3,2,,,2,136,124,2.26,78000,29792
59844,736,290,719,5,14,8,,13,394,342,2.43,89400,29167
59845,1186,580,1014,5,34,7,5,263,603,583,1.99,68800,15114
59846,1617,641,1586,7,36,7,1,27,838,779,2.52,201500,40265
59847,5658,2160,5510,33,105,45,5,161,2863,2795,2.62,119100,44716
59848,106,43,97,,5,2,,17,51,55,2.47,62500,26667
59851,173,76,169,,1,3,,2,93,80,2.28,59600,34688
59853,699,342,683,4,11,2,,23,372,327,2.04,102600,31726
59854,239,123,236,,1,,,4,124,115,1.94,127900,23542
59855,957,323,328,4,39,2,3,678,481,476,2.94,72900,26172
59856,347,155,338,,9,1,,12,183,164,1.95,,
59858,1538,736,1522,4,28,9,,29,787,751,2.04,76500,27596
59859,3270,1441,3160,9,82,26,1,141,1644,1626,2.23,90700,28581
59860,9913,4210,8369,56,303,93,23,2062,4807,5106,2.33,124500,28866
59863,76,38,69,,5,,,26,39,37,2,,
59864,6752,2477,4569,55,254,42,1,2674,3334,3418,2.66,95500,27747
